arquivo,revisao,regras_aplicaveis,evidencia,limite
src/apps/hub/templates/hub/password_reset_form.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json; access-regression.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/plan_simulator.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/proposal.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/reconciliation.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/reform.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/reviews.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/settings.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/setup.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/signup.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json; access-regression.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/signup_invalid.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json; access-regression.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/signup_password.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json; access-regression.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/signup_pending.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json; access-regression.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/team.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/triage.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/triage_item.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/hub/templates/hub/workspace.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/intelligence/static/intelligence/assistant.css,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Tokens; temas; contraste; foco; movimento; responsividade; conteúdo longo; hover; toque,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/intelligence/static/intelligence/assistant.js,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Teclado; foco; estado; URL; efeitos; carregamento; repetição; movimento; recuperação,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/intelligence/templates/intelligence/assistant.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/platform/templates/platform/base.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/platform/templates/platform/configuration.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/platform/templates/platform/dashboard.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/platform/templates/platform/tenant_detail.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
src/apps/platform/templates/platform/tenants.html,Auditado contra diretrizes Vercel consultadas em 2026-09-16,Semântica; rótulos; hierarquia; formulários; imagens; navegação; mensagens; conteúdo longo; idioma,local-regression.json; extended-regression.json; details.json,Ver matriz: nem todo estado desta tela foi renderizado. Arquivo pode conter alterações anteriores à revisão.
